adi2mcaRNA10013_R0	XP_015756304.1	89.9	939	83	8	1	2811	1	929	0.0e+00	1600.1	2886	930
adi2mcaRNA10016_R5	XP_020602249.1	60.9	46	18	0	46	183	391	436	8.0e-09	70.5	360	445
adi2mcaRNA10017_R1	PFX30396.1	58.0	264	90	3	1	729	54	317	7.4e-74	287.7	843	361
adi2mcaRNA10018_R0	XP_029203026.1	49.8	293	138	3	4	870	9	296	4.2e-68	268.9	996	316
adi2mcaRNA10022_R0	XP_029182388.1	59.3	1742	304	15	10	4083	4	1724	0.0e+00	1791.9	4086	1724
adi2mcaRNA10025_R0	XP_032220127.1	51.0	800	190	11	4	1821	171	962	8.2e-227	797.0	1839	1519
adi2mcaRNA10028_R1	XP_032220127.1	70.4	98	29	0	82	375	1420	1517	2.3e-38	168.7	381	1519
adi2mcaRNA10028_R3	XP_032220127.1	68.4	98	31	0	85	378	1420	1517	2.1e-36	162.2	384	1519
adi2mcaRNA10043_R1	XP_027044234.1	61.6	450	158	3	1	1311	1	448	5.1e-170	607.8	1323	451
adi2mcaRNA10065_R8	XP_031567130.1	48.6	138	58	3	1	390	29	161	2.6e-22	115.5	432	561
adi2mcaRNA10065_R9	XP_022783438.1	36.6	164	87	4	1	453	1	160	8.5e-17	97.4	504	283
adi2mcaRNA10072_R0	XP_020900065.1	43.7	693	366	13	73	2127	29	705	2.6e-145	526.6	2334	4433
adi2mcaRNA10073_R0	AGG36361.1	65.3	1316	435	10	484	4422	1	1297	0.0e+00	1625.9	17586	1304
adi2mcaRNA10081_R0	XP_033124776.1	29.9	652	359	21	55	1767	14	648	1.6e-65	261.2	1845	700
adi2mcaRNA10085_R0	XP_020624656.1	69.0	532	127	8	1	1491	155	683	7.7e-183	650.6	1494	683
adi2mcaRNA10131_R0	XP_018411809.1	59.9	227	91	0	85	765	15	241	2.0e-73	286.2	771	253
adi2mcaRNA10132_R0	XP_007527631.1	70.4	571	154	8	130	1815	13	577	1.3e-230	809.7	1872	596
adi2mcaRNA10172_R0	XP_014665126.1	40.9	1106	562	15	61	3207	38	1108	6.0e-233	818.1	3219	1319
adi2mcaRNA10172_R1	XP_014665126.1	39.5	1051	518	19	64	2940	53	1077	2.8e-200	709.5	2997	1319
adi2mcaRNA10172_R2	XP_014665126.1	36.9	1052	489	16	1	2739	63	1078	2.4e-177	633.3	2811	1319
adi2mcaRNA10172_R3	XP_014665126.1	47.9	1097	526	7	103	3393	30	1081	1.6e-298	1036.2	3540	1319
adi2mcaRNA10172_R4	XP_014665126.1	43.6	1087	557	14	73	3276	29	1078	4.8e-262	914.8	3285	1319
adi2mcaRNA10172_R5	XP_014665126.1	47.8	1076	513	9	115	3279	34	1081	3.1e-285	991.9	3279	1319
adi2mcaRNA10172_R7	XP_014665126.1	47.1	1089	512	8	103	3279	30	1084	2.4e-285	992.3	3330	1319
adi2mcaRNA10172_R9	XP_014665126.1	47.9	1069	516	7	103	3237	30	1081	1.2e-286	996.5	3237	1319
adi2mcaRNA10177_R0	XP_029200700.1	37.9	1094	568	18	37	3105	445	1498	2.3e-208	736.5	3237	2011
adi2mcaRNA10177_R1	XP_029200700.1	33.8	1130	552	19	496	3417	383	1472	2.8e-172	616.7	3420	2011
adi2mcaRNA10177_R2	XP_029200700.1	32.7	1059	507	16	628	3306	454	1472	2.9e-153	553.5	3309	2011
adi2mcaRNA10177_R3	PFX29986.1	50.6	743	263	10	229	2271	11	711	1.8e-187	666.8	2526	721
adi2mcaRNA10177_R4	PFX29986.1	47.1	717	276	14	484	2373	11	711	8.2e-164	588.2	2604	721
adi2mcaRNA10177_R5	PFX29986.1	47.5	693	267	17	517	2412	11	667	8.8e-153	551.6	2685	721
adi2mcaRNA10177_R6	XP_029200700.1	71.7	1158	309	6	379	3804	364	1518	0.0e+00	1706.0	3834	2011
adi2mcaRNA10193_R1	XP_015756450.1	57.4	766	304	11	1	2259	24	780	4.8e-128	469.2	2262	793
adi2mcaRNA10194_R4	XP_029192990.1	67.8	146	31	1	22	411	69	214	1.8e-44	189.9	732	221
adi2mcaRNA10194_R8	KXJ20649.1	48.0	304	137	3	1	852	249	551	1.3e-70	276.9	858	585
adi2mcaRNA10194_R9	XP_029192990.1	39.0	213	105	2	10	573	3	215	2.3e-32	149.8	804	221
adi2mcaRNA1019_R0	NXJ05534.1	35.8	260	153	4	148	909	46	297	2.9e-30	143.3	1077	438
adi2mcaRNA10204_R0	XP_020916388.2	53.9	178	40	4	46	456	164	340	4.0e-35	158.3	489	987
adi2mcaRNA10208_R0	XP_015756455.1	91.9	124	10	0	1	372	1	124	8.8e-52	213.4	414	125
adi2mcaRNA10208_R3	XP_015756455.1	90.3	124	12	0	1	372	1	124	1.3e-50	209.5	414	125
adi2mcaRNA10211_R5	HAO15752.1	33.2	385	230	8	301	1383	60	441	1.0e-43	188.3	1401	856
adi2mcaRNA1021_R0	XP_031549847.1	76.6	290	64	3	7	876	70	355	1.5e-120	443.0	885	475
adi2mcaRNA10224_R0	XP_028459985.1	29.0	186	126	4	769	1311	447	631	5.0e-11	79.7	1371	703
adi2mcaRNA10224_R4	XP_028459985.1	33.5	188	121	3	793	1344	447	634	9.1e-14	89.0	1512	703
adi2mcaRNA10224_R7	XP_028459985.1	33.0	188	122	3	754	1305	447	634	1.7e-12	84.7	1485	703
adi2mcaRNA10224_R8	XP_021340027.1	37.4	163	94	3	892	1368	39	197	6.3e-12	82.8	1458	587
adi2mcaRNA10226_R5	XP_015756478.1	63.2	367	125	7	61	1158	96	453	1.3e-124	456.8	1161	453
adi2mcaRNA1022_R0	PFX27932.1	71.1	253	72	1	193	948	1	253	9.6e-94	354.0	954	259
adi2mcaRNA10232_R1	XP_022796394.1	65.2	419	132	2	1	1224	1	416	8.9e-161	577.0	1227	416
adi2mcaRNA10239_R0	XP_015772550.1	69.0	664	195	3	1	1992	1	653	3.3e-213	751.9	1995	653
adi2mcaRNA10239_R2	XP_015772550.1	70.6	663	182	4	1	1980	1	653	1.3e-217	766.5	1983	653
adi2mcaRNA10239_R5	XP_015765678.1	70.7	668	182	4	1	2004	46	699	1.1e-211	746.9	2007	699
adi2mcaRNA10240_R2	XP_015772550.1	67.4	665	191	5	1	1953	1	653	5.3e-216	761.1	1956	653
adi2mcaRNA10243_R2	XP_015778977.1	61.4	840	293	10	130	2607	441	1263	9.9e-274	953.4	2652	1280
adi2mcaRNA10252_R6	XP_029180174.1	47.3	1120	417	17	22	3339	11	971	8.2e-271	944.1	3609	1509
adi2mcaRNA10252_R7	XP_015756490.1	49.5	1155	462	21	49	3198	15	1153	1.7e-286	996.1	3381	1270
adi2mcaRNA10252_R8	XP_015756490.1	44.9	1183	516	20	34	3336	15	1143	2.2e-255	892.9	3735	1270
adi2mcaRNA10252_R9	XP_029180174.1	50.6	1078	406	15	43	3159	18	1007	5.8e-287	998.0	4365	1509
adi2mcaRNA10278_R0	XP_015756492.1	63.4	372	115	5	1	1101	1	356	5.7e-122	448.0	1107	357
adi2mcaRNA10278_R1	XP_015756492.1	63.3	365	113	3	1	1059	1	356	5.1e-120	441.4	1065	357
adi2mcaRNA10296_R0	XP_022668760.1	64.0	86	20	3	91	318	31	115	5.8e-06	62.8	1245	457
adi2mcaRNA10298_R0	XP_018909031.1	73.1	566	135	4	1	1692	1	551	1.1e-225	793.1	1770	576
adi2mcaRNA10301_R1	XP_014787197.1	34.5	362	172	9	97	999	37	394	5.4e-48	202.2	1104	402
adi2mcaRNA10301_R2	XP_014787197.1	32.3	344	166	10	13	873	61	394	8.4e-37	164.9	978	402
adi2mcaRNA10307_R0	XP_028395978.1	78.2	340	74	0	82	1101	30	369	8.2e-153	550.4	1122	498
adi2mcaRNA10310_R0	XP_029190510.1	72.1	409	51	2	1	1041	1	408	3.0e-149	538.5	1044	408
adi2mcaRNA10314_R0	XP_020601579.1	83.8	136	22	0	1	408	1	136	2.6e-56	228.4	411	136
adi2mcaRNA10333_R0	XP_032233810.1	48.5	130	67	0	520	909	88	217	9.3e-30	141.4	912	217
adi2mcaRNA10344_R0	XP_029206091.1	84.8	669	94	4	1	1995	1	665	0.0e+00	1159.8	2016	809
adi2mcaRNA10355_R0	XP_020631621.1	36.9	260	148	5	55	831	38	282	6.7e-42	181.8	981	289
adi2mcaRNA10361_R0	KXJ28102.1	76.1	397	95	0	43	1233	1	397	4.8e-178	634.4	1236	400
adi2mcaRNA10369_R0	XP_029206088.1	62.7	153	57	0	1	459	11	163	1.4e-45	193.0	471	353
adi2mcaRNA10371_R0	XP_029206088.1	57.5	113	48	0	223	561	9	121	4.7e-27	131.7	576	353
