plut2.m8.8097.m1	XP_020630399.1	37.4	946	372	24	235	2523	92	1000	3.8e-81	313.5	2536	1016
plut2.m8.3974.m1	XP_015772013.1	67.8	298	91	2	91	981	28	321	1.3e-106	398.3	2754	359
plut2.m8.1676.m1	XP_015779699.1	73.7	213	52	1	87	725	31	239	2.7e-74	289.3	877	306
plut2.m8.1479.m1	XP_022803885.1	76.2	261	62	0	36	818	1	261	1.3e-107	399.8	818	707
plut2.m8.8043.m1	XP_015770840.1	64.4	464	160	3	402	1784	205	666	2.3e-168	602.8	1822	666
plut2.m8.13095.m1	XP_020631818.1	71.4	329	90	3	868	1845	20	347	4.7e-126	463.4	3993	349
plut2.m8.23402.m1	XP_022797658.1	68.3	413	87	7	217	1323	35	447	2.8e-136	495.7	1323	455
plut2.m8.14987.m1	XP_022794775.1	60.6	203	73	2	79	687	22	217	5.6e-51	211.5	696	219
plut2.m8.31792.m1	XP_020615109.1	63.5	74	27	0	3	224	166	239	1.1e-19	105.9	225	247
plut2.m8.3414.m1	XP_022787932.1	59.7	598	225	8	312	2078	4	594	6.5e-189	671.4	2309	1181
plut2.m8.16057.m1	XP_029182455.1	84.8	138	19	2	1	411	909	1045	1.0e-52	217.2	704	1484
plut2.m8.437.m1	XP_020616181.1	48.1	1082	470	28	124	3228	15	1051	1.5e-189	674.5	4560	1052
plut2.m8.27461.m1	XP_020624059.1	81.1	424	58	1	253	1458	134	557	1.2e-176	630.9	2847	557
plut2.m8.10119.m1	XP_020618946.1	83.8	340	55	0	94	1113	19	358	2.4e-153	553.1	2101	360
plut2.m8.13308.m1	XP_020616080.1	67.2	265	86	1	1	792	1	265	7.5e-106	394.0	861	469
plut2.m8.7532.m1	XP_022784971.1	74.4	1181	220	10	96	3536	1	1133	0.0e+00	1629.0	4663	1133
plut2.m8.11351.m1	YP_009021179.1	46.5	86	45	1	139	396	6	90	7.4e-11	77.4	411	90
plut2.m8.24206.m1	RMX37476.1	67.3	248	37	2	1	744	1310	1513	2.0e-84	322.8	789	1624
plut2.m8.21801.m1	XP_022794615.1	91.1	146	13	0	457	894	5	150	1.5e-68	270.4	1017	207
plut2.m8.7570.m1	XP_020609431.1	48.2	1352	549	31	1	3861	1	1265	2.5e-296	1029.6	6196	1567
plut2.m8.3513.m1	PFX21586.1	43.5	1048	448	25	369	3101	3	1043	8.8e-195	691.8	4342	1047
plut2.m8.1030.m1	XP_015761187.1	51.7	172	82	1	22	537	4	174	2.4e-42	183.0	797	175
plut2.m8.22461.m1	XP_022797456.1	59.4	1703	609	28	341	5368	1	1647	0.0e+00	1784.6	6591	1647
plut2.m8.3532.m1	XP_027041955.1	73.2	328	66	2	19	936	256	583	6.7e-124	454.1	939	647
plut2.m8.18494.m1	XP_027048636.1	73.8	84	22	0	40	291	144	227	1.8e-30	142.1	303	302
