Acerv_evm.model.Segkk3637_pilon.38	XP_015750966.1	96.1	129	5	0	1	387	195	323	9.5e-34	154.1	621	323
Acerv_evm.model.Segkk3637_pilon.39	XP_015750965.1	95.0	179	5	1	232	768	18	192	2.0e-49	206.5	771	192
Acerv_evm.model.Segkk3637_pilon.35	XP_022808832.1	87.5	344	41	1	694	1719	1	344	5.4e-172	614.8	1722	344
Acerv_evm.model.Segkk3637_pilon.37	XP_027044538.1	65.9	91	30	1	481	753	450	539	6.4e-12	82.0	867	768
Acerv_evm.model.Segkk3637_pilon.30	XP_029210518.1	86.0	43	6	0	1	129	242	284	4.2e-12	80.1	150	420
Acerv_evm.model.Segkk3637_pilon.8	XP_029192426.1	96.4	555	16	1	1	1653	1	555	2.6e-219	771.9	1656	555
Acerv_evm.model.Segkk3637_pilon.9	XP_029192378.1	71.3	1061	252	6	1	3063	1	1049	2.7e-307	1065.1	3066	1049
Acerv_evm.model.Segkk3637_pilon.4	XP_015773098.1	98.7	79	1	0	1	237	1	79	8.7e-36	159.5	240	79
Acerv_evm.model.Segkk3637_pilon.5	XP_029192387.1	98.0	293	6	0	1	879	1	293	1.4e-160	575.9	882	293
Acerv_evm.model.Segkk3637_pilon.6	XP_029192386.1	99.8	422	1	0	1	1266	1	422	2.1e-229	805.1	1269	422
Acerv_evm.model.Segkk3637_pilon.7	XP_029192437.1	97.2	544	14	1	1	1632	1	543	2.0e-296	1028.1	1686	589
Acerv_evm.model.Segkk3637_pilon.1	PFX17665.1	85.0	120	18	0	4	363	299	418	2.1e-50	209.1	525	500
Acerv_evm.model.Segkk3637_pilon.2	XP_029192374.1	97.6	85	2	0	157	411	106	190	1.0e-38	170.2	510	292
Acerv_evm.model.Segkk3637_pilon.3	XP_029192456.1	98.8	81	1	0	1	243	1	81	7.1e-41	176.4	246	81
Acerv_evm.model.Segkk3637_pilon.21	XP_027044537.1	76.7	287	49	2	1	861	1	269	1.4e-36	164.5	1248	398
Acerv_evm.model.Segkk3637_pilon.58	XP_029187977.1	97.5	364	9	0	1	1092	396	759	1.7e-203	718.8	1095	759
Acerv_evm.model.Segkk3637_pilon.26	XP_029192452.1	93.5	932	53	4	1	2784	1	928	0.0e+00	1693.7	2787	928
Acerv_evm.model.Segkk3637_pilon.59	XP_029187977.1	97.9	389	8	0	1	1167	1	389	1.9e-197	698.7	1173	759
Acerv_evm.model.Segkk3637_pilon.52	XP_029187970.1	98.9	458	5	0	1	1374	1	458	3.0e-266	927.5	1377	458
Acerv_evm.model.Segkk3637_pilon.53	XP_029187961.1	99.4	326	2	0	2	979	25	350	8.3e-117	430.6	982	350
Acerv_evm.model.Segkk3637_pilon.50	XP_029187969.1	99.8	811	2	0	1	2433	1	811	0.0e+00	1624.0	2436	931
Acerv_evm.model.Segkk3637_pilon.51	XP_015751044.1	100.0	102	0	0	1	306	1	102	8.3e-47	196.4	309	102
Acerv_evm.model.Segkk3637_pilon.56	XP_029182577.1	95.6	477	20	1	1	1431	1	476	1.4e-257	900.2	3789	476
Acerv_evm.model.Segkk3637_pilon.57	XP_028516995.1	39.0	118	63	5	85	426	15	127	2.4e-07	65.9	441	128
Acerv_evm.model.Segkk3637_pilon.55	XP_015751032.1	96.9	290	9	0	1	870	57	346	1.3e-150	542.7	873	346
Acerv_evm.model.Segkk3638_pilon.13	XP_029206125.1	97.4	302	6	1	1	906	1	300	2.4e-158	568.5	909	300
Acerv_evm.model.Segkk3638_pilon.12	RMX55536.1	77.5	80	18	0	3	242	78	157	4.9e-26	128.3	554	253
Acerv_evm.model.Segkk3638_pilon.11	XP_029206095.1	90.3	887	48	1	55	2601	21	907	0.0e+00	1388.2	2604	907
Acerv_evm.model.Segkk3638_pilon.10	XP_029206097.1	96.6	4700	30	5	1	13848	1	4655	0.0e+00	8869.2	13851	4655
Acerv_evm.model.Segkk3638_pilon.15	XP_029206086.1	96.4	249	9	0	1	747	171	419	4.4e-134	487.6	750	419
Acerv_evm.model.Segkk3638_pilon.14	XP_015756628.1	94.7	94	5	0	40	321	1	94	4.9e-42	180.6	324	419
Acerv_evm.model.Segkk3638_pilon.7	XP_029206075.1	88.6	298	15	2	19	912	11	289	4.8e-143	517.7	915	289
Acerv_evm.model.Segkk3638_pilon.6	XP_029184456.1	95.0	121	2	1	1	351	1	121	1.5e-55	225.7	354	121
Acerv_evm.model.Segkk3638_pilon.5	XP_029184450.1	96.5	972	30	1	2695	5610	1	968	0.0e+00	1763.8	5613	971
Acerv_evm.model.Segkk3638_pilon.4	XP_029184448.1	96.1	1157	40	2	1	3456	1	1157	0.0e+00	2149.0	3459	1157
Acerv_evm.model.Segkk3638_pilon.3	XP_029184410.1	99.0	409	4	0	1	1227	1	409	7.0e-222	780.0	1230	409
Acerv_evm.model.Segkk3638_pilon.2	PFX31583.1	63.1	515	149	5	1	1434	37	547	1.2e-175	626.7	1464	917
Acerv_evm.model.Segkk3638_pilon.1	XP_028517862.1	69.2	344	75	3	1	939	487	830	1.5e-139	506.1	942	831
Acerv_evm.model.Segkk3638_pilon.9	XP_015756624.1	98.3	411	7	0	1	1233	1	411	3.8e-228	800.8	1236	411
Acerv_evm.model.Segkk3638_pilon.8	XP_029206073.1	93.4	472	10	1	1	1353	1	472	2.7e-259	904.4	1356	472
Acerv_evm.model.Segkk3639_pilon.6	XP_029200564.1	95.4	986	42	2	1	2958	1	983	0.0e+00	1827.8	2961	983
Acerv_evm.model.Segkk3639_pilon.7	XP_015778252.1	97.6	547	13	0	1	1641	1	547	2.2e-308	1067.8	1644	547
Acerv_evm.model.Segkk3639_pilon.4	XP_029200605.1	90.8	522	30	1	1	1512	1	522	3.9e-198	701.4	1515	522
Acerv_evm.model.Segkk3639_pilon.5	XP_029200567.1	94.6	221	12	0	16	678	1	221	8.9e-102	380.2	681	221
Acerv_evm.model.Segkk3639_pilon.1	XP_015752474.1	89.7	203	19	1	361	969	1	201	7.0e-95	357.8	1016	359
Acerv_evm.model.Segkk3639_pilon.8	XP_029200587.1	97.0	642	19	0	1	1926	73	714	0.0e+00	1275.0	1929	714
Acerv_evm.model.Segkk3639_pilon.9	XP_029189695.1	64.9	362	120	3	1	1065	1	362	2.1e-114	423.7	2020	2648
Acerv_evm.model.Segkk3640_pilon.7	XP_029192258.1	66.5	501	137	4	13	1515	6	475	1.9e-163	586.3	1566	476
Acerv_evm.model.Segkk3640_pilon.12	XP_029192299.1	98.7	838	11	0	1	2514	1	838	0.0e+00	1686.4	2541	1955
Acerv_evm.model.Segkk3640_pilon.13	XP_015774550.1	58.7	327	129	2	769	1743	1021	1343	7.3e-22	116.3	2070	1815
Acerv_evm.model.Segkk3640_pilon.14	XP_029192299.1	78.8	425	59	2	4	1188	1520	1943	2.0e-50	210.7	1473	1955
Acerv_evm.model.Segkk3640_pilon.8	XP_029192231.1	96.2	2007	50	1	3	5945	408	2414	0.0e+00	3833.1	5948	2414
Acerv_evm.model.Segkk3640_pilon.9	XP_029192278.1	98.5	467	7	0	1	1401	40	506	3.1e-266	927.5	1404	507
Acerv_evm.model.Segkk3640_pilon.2	XP_029192239.1	88.0	284	34	0	1	852	1	284	9.4e-133	483.4	861	285
Acerv_evm.model.Segkk3640_pilon.3	XP_027036085.1	76.3	573	127	3	1	1692	1	573	8.1e-261	909.8	1707	580
Acerv_evm.model.Segkk3640_pilon.1	XP_015766516.1	74.0	200	50	2	1	594	1118	1317	1.1e-35	160.6	681	1326
Acerv_evm.model.Segkk3640_pilon.6	XP_029192258.1	69.4	464	39	5	277	1572	84	476	1.0e-161	580.5	1575	476
Acerv_evm.model.Segkk3640_pilon.4	XP_029192253.1	97.8	323	7	0	28	996	14	336	2.0e-182	648.7	999	336
Acerv_evm.model.Segkk3640_pilon.5	XP_015774574.1	94.5	181	10	0	1	543	2	182	5.9e-88	334.0	546	182
Acerv_evm.model.Segkk3640_pilon.10	XP_029192298.1	79.8	499	28	3	109	1416	19	507	1.1e-218	769.6	1419	507
Acerv_evm.model.Segkk3640_pilon.11	XP_015774560.1	91.2	511	32	1	1	1533	11	508	4.0e-267	930.6	1536	508
Acerv_evm.model.Segkk3641_pilon.30	XP_029206562.1	62.7	83	30	1	1	246	64	146	9.4e-17	96.3	249	277
Acerv_evm.model.Segkk3641_pilon.33	XP_029193390.1	98.1	54	1	0	164	3	121	174	1.1e-18	102.1	165	296
Acerv_evm.model.Segkk3641_pilon.34	XP_029193400.1	97.2	181	5	0	1	543	1	181	1.1e-89	339.7	543	301
Acerv_evm.model.Segkk3641_pilon.37	XP_015749982.1	91.8	147	12	0	1	441	355	501	4.6e-75	290.8	443	629
Acerv_evm.model.Segkk3641_pilon.9	XP_015770848.1	83.7	1655	123	7	1	4578	1	1637	0.0e+00	2613.2	4581	1637
Acerv_evm.model.Segkk3641_pilon.8	XP_029193459.1	90.7	140	13	0	262	681	1630	1769	1.1e-59	240.4	684	1769
Acerv_evm.model.Segkk3641_pilon.3	XP_015762882.1	98.7	399	5	0	1	1197	41	439	1.6e-226	795.4	1239	525
