Acerv_evm.model.Segkk0_pilon.12	XP_015753513.1	86.7	1103	15	1	1	971	23	1125	0.0e+00	1805.8	971	1125
Acerv_evm.model.Segkk0_pilon.13	XP_029190906.1	96.1	747	29	0	1	747	1	747	0.0e+00	1395.9	747	747
Acerv_evm.model.Segkk0_pilon.10	XP_029190891.1	93.7	555	34	1	1	555	108	661	1.7e-288	1002.3	555	661
Acerv_evm.model.Segkk0_pilon.11	XP_029190892.1	99.0	592	6	0	1	592	1	592	0.0e+00	1209.5	592	592
Acerv_evm.model.Segkk0_pilon.16	XP_029190904.1	90.7	848	37	2	1	809	7	851	0.0e+00	1154.4	847	852
Acerv_evm.model.Segkk0_pilon.17	XP_029190905.1	46.7	767	231	10	1	609	1	747	1.9e-153	553.9	643	770
Acerv_evm.model.Segkk0_pilon.14	XP_015753516.1	88.9	199	21	1	1	199	1	198	4.2e-96	361.7	199	198
Acerv_evm.model.Segkk0_pilon.15	XP_015753519.1	74.7	150	38	0	134	283	1	150	1.3e-53	221.1	283	150
Acerv_evm.model.Segkk0_pilon.19	XP_029209668.1	98.5	274	4	0	1	274	588	861	9.6e-152	547.0	274	1151
Acerv_evm.model.Segkk0_pilon.8	XP_029190897.1	98.8	243	3	0	1	243	11	253	6.8e-125	457.6	243	253
Acerv_evm.model.Segkk0_pilon.9	XP_029190894.1	82.5	485	11	1	1	411	1	485	5.7e-225	790.8	411	485
Acerv_evm.model.Segkk0_pilon.1	XP_015780891.1	76.7	43	10	0	36	78	20	62	3.7e-06	64.7	705	275
Acerv_evm.model.Segkk0_pilon.2	XP_029210259.1	45.0	100	34	1	199	298	827	905	1.4e-10	78.2	309	1339
Acerv_evm.model.Segkk0_pilon.3	XP_015758954.1	53.2	77	21	1	1	77	1	62	1.6e-09	73.9	185	157
Acerv_evm.model.Segkk0_pilon.4	CBN56987.1	80.5	41	8	0	5	45	1	41	1.1e-09	74.3	159	161
Acerv_evm.model.Segkk0_pilon.5	XP_029190879.1	85.1	47	7	0	1	47	1	47	4.9e-12	82.8	262	443
Acerv_evm.model.Segkk0_pilon.6	XP_029209668.1	99.2	120	1	0	1	120	588	707	6.6e-60	240.7	122	1151
Acerv_evm.model.Segkk0_pilon.7	XP_029194860.1	95.4	389	18	0	1	389	295	683	1.2e-208	736.5	389	683
Acerv_evm.model.Segkk0_pilon.23	XP_029190878.1	99.8	510	1	0	1	510	1668	2177	4.0e-34	157.1	510	2177
Acerv_evm.model.Segkk0_pilon.22	XP_029190878.1	75.5	1303	155	5	1	1189	4	1256	4.3e-297	1031.9	1189	2177
Acerv_evm.model.Segkk0_pilon.21	XP_029190924.1	91.8	1337	28	1	1	1337	1	1256	0.0e+00	1278.5	1357	1706
Acerv_evm.model.Segkk0_pilon.20	XP_029194860.1	96.7	337	11	0	1	337	347	683	1.1e-184	656.8	337	683
Acerv_evm.model.Segkk0_pilon.25	XP_015756735.1	99.1	426	4	0	254	679	1	426	4.4e-246	861.7	679	426
Acerv_evm.model.Segkk0_pilon.24	XP_015758811.1	47.1	119	61	1	8	126	10	126	1.1e-20	110.5	133	203
Acerv_evm.model.Segkk1_pilon.1	XP_029181869.1	93.0	472	33	0	257	728	575	1046	2.6e-252	882.5	728	1046
Acerv_evm.model.Segkk1_pilon.2	XP_029206170.1	89.7	39	4	0	3	41	1	39	1.2e-09	74.7	230	938
Acerv_evm.model.Segkk2_pilon.4	XP_029214166.1	98.4	365	6	0	1	365	1	365	5.7e-208	734.2	366	370
Acerv_evm.model.Segkk2_pilon.5	XP_029214162.1	94.4	374	14	1	32	398	256	629	9.6e-201	710.3	398	629
Acerv_evm.model.Segkk2_pilon.2	XP_015772857.1	99.4	362	2	0	1	362	1	362	9.6e-192	680.2	362	362
Acerv_evm.model.Segkk2_pilon.3	XP_029214160.1	90.0	8162	449	7	47	7842	213	8372	0.0e+00	11650.7	7875	8796
Acerv_evm.model.Segkk3_pilon.1	XP_029205938.1	92.1	557	28	1	72	612	292	848	4.5e-282	981.1	612	848
Acerv_evm.model.Segkk4_pilon.6	XP_029179936.1	87.5	152	19	0	1	152	6	157	2.8e-68	268.9	152	253
Acerv_evm.model.Segkk4_pilon.10	XP_029213216.1	95.7	94	4	0	1	94	20	113	8.9e-44	187.2	126	242
Acerv_evm.model.Segkk4_pilon.5	XP_029179940.1	80.4	377	42	3	134	478	6	382	6.2e-170	608.2	485	450
Acerv_evm.model.Segkk4_pilon.7	XP_015770388.1	71.5	151	33	4	15	162	133	276	5.9e-40	174.9	163	473
Acerv_evm.model.Segkk4_pilon.1	XP_015749328.1	91.3	161	14	0	1	161	241	401	1.3e-71	280.0	161	401
Acerv_evm.model.Segkk4_pilon.2	XP_015749328.1	90.2	164	16	0	1	164	69	232	4.0e-68	268.5	164	401
Acerv_evm.model.Segkk4_pilon.3	KXJ23578.1	64.7	156	54	1	1	156	286	440	4.1e-51	212.2	198	529
Acerv_evm.model.Segkk4_pilon.9	XP_028416616.1	57.4	115	49	0	10	124	665	779	8.5e-31	144.1	124	1150
Acerv_evm.model.Segkk5_pilon.1	XP_020915646.1	45.1	224	94	7	22	221	232	450	2.5e-36	163.3	231	451
Acerv_evm.model.Segkk6_pilon.2	XP_020910145.1	41.8	196	113	1	1	195	1	196	6.1e-38	168.7	234	357
Acerv_evm.model.Segkk6_pilon.3	XP_029207362.1	44.1	245	4	1	1	112	212	456	1.7e-33	152.9	112	456
Acerv_evm.model.Segkk6_pilon.1	XP_029180164.1	82.7	554	31	1	119	607	11	564	1.4e-253	886.7	747	578
Acerv_evm.model.Segkk6_pilon.4	XP_029207362.1	96.0	75	3	0	65	139	1	75	1.0e-32	150.6	139	456
Acerv_evm.model.Segkk6_pilon.5	XP_031571177.1	44.1	177	87	5	1	169	210	382	9.3e-26	127.9	182	543
Acerv_evm.model.Segkk7_pilon.1	XP_029190882.1	82.0	61	11	0	1	61	174	234	2.4e-17	98.6	72	265
Acerv_evm.model.Segkk9_pilon.1	XP_029190418.1	37.6	186	101	5	1	174	190	372	1.3e-22	117.5	194	475
Acerv_evm.model.Segkk11_pilon.2	XP_029208608.1	92.3	207	16	0	1	207	1	207	1.0e-103	387.1	218	919
Acerv_evm.model.Segkk12_pilon.1	XP_029208608.1	92.8	208	14	1	1	208	1	207	1.1e-102	383.6	219	919
Acerv_evm.model.Segkk13_pilon.1	PFX14532.1	73.4	64	17	0	2	65	84	147	8.2e-17	96.7	65	455
Acerv_evm.model.Segkk14_pilon.1	XP_029203420.1	87.2	413	52	1	1	413	368	779	2.7e-174	622.5	413	866
Acerv_evm.model.Segkk14_pilon.2	XP_029203420.1	81.5	54	10	0	95	148	551	604	7.1e-16	94.7	148	866
Acerv_evm.model.Segkk15_pilon.1	XP_029181338.1	89.5	181	19	0	1	181	400	580	2.5e-56	229.6	199	864
Acerv_evm.model.Segkk15_pilon.2	XP_015748332.1	87.2	117	14	1	15	131	614	729	4.0e-47	198.4	131	867
Acerv_evm.model.Segkk16_pilon.6	XP_029193138.1	97.3	656	18	0	1	656	1	656	0.0e+00	1302.3	656	656
Acerv_evm.model.Segkk16_pilon.7	XP_029193149.1	98.1	472	9	0	1	472	1	472	9.1e-259	903.3	472	472
Acerv_evm.model.Segkk16_pilon.4	XP_029193153.1	98.7	304	4	0	1	304	1	304	1.4e-171	613.2	340	321
Acerv_evm.model.Segkk16_pilon.5	XP_015778502.1	98.3	115	2	0	46	160	116	230	6.0e-53	218.0	160	373
Acerv_evm.model.Segkk16_pilon.2	XP_029193139.1	83.6	482	28	2	3	433	33	514	3.2e-226	795.0	433	519
Acerv_evm.model.Segkk16_pilon.3	XP_029193150.1	98.7	380	5	0	1	380	1	380	8.0e-213	750.4	380	380
