XM_020773168.1	XP_022792013.1	66.4	259	86	1	1	777	2895	3152	3.6e-89	338.6	822	4293
XM_020773169.1	XP_020628828.1	100.0	806	0	0	487	2904	1	806	0.0e+00	1566.2	3900	806
XM_020773170.1	XP_020628828.1	100.0	794	0	0	228	2609	13	806	0.0e+00	1538.5	3605	806
XM_020773171.1	XP_020622172.1	55.1	283	125	2	1562	2407	1	282	4.9e-84	323.6	3355	282
XM_020773172.1	XP_020628899.1	100.0	162	0	0	5700	6185	176	337	1.8e-91	349.4	7261	337
XM_020773173.1	XP_020628832.1	100.0	102	0	0	206	511	1	102	4.8e-49	206.1	1429	102
XM_020773174.1	XP_020628833.1	100.0	393	0	0	674	1852	1	393	1.6e-220	776.9	3343	393
XM_020773175.1	XP_020628834.1	100.0	401	0	0	678	1880	1	401	6.7e-216	761.5	3218	401
XM_020773176.1	XP_020628834.1	100.0	401	0	0	573	1775	1	401	8.5e-216	761.1	3113	401
XM_020773177.1	XP_020628836.1	100.0	327	0	0	260	1240	1	327	3.1e-195	691.8	1503	327
XM_020773178.1	XP_020628836.1	99.7	313	1	0	307	1245	15	327	6.8e-187	664.1	1508	327
XM_020773179.1	XP_020628839.1	100.0	1394	0	0	568	4749	8	1401	0.0e+00	2289.2	5136	1401
XM_020773180.1	XP_020628839.1	100.0	1401	0	0	136	4338	1	1401	0.0e+00	2303.9	4725	1401
XM_020773181.1	XP_020628840.1	100.0	754	0	0	4476	6737	1	754	0.0e+00	1075.8	7356	754
XM_020773182.1	XP_020628840.1	100.0	754	0	0	1760	4021	1	754	0.0e+00	1076.2	4640	754
XM_020773183.1	XP_020628842.1	100.0	493	0	0	137	1615	1	493	1.2e-291	1012.7	2287	493
XM_020773184.1	XP_020628843.1	100.0	466	0	0	234	1631	1	466	2.7e-257	899.0	3278	466
XM_020773185.1	XP_020628844.1	100.0	262	0	0	723	1508	1	262	1.6e-125	461.1	2719	262
XM_020773186.1	XP_020628845.1	100.0	167	0	0	246	746	1	167	2.3e-91	347.1	1902	167
XM_020773187.1	XP_020628846.1	100.0	874	0	0	1639	4260	1	874	0.0e+00	1608.2	4596	874
XM_020773188.1	XP_020628847.1	100.0	131	0	0	20	412	1	131	3.4e-68	268.9	797	131
XM_020773189.1	XP_029194173.1	69.8	106	30	2	107	421	1	105	9.8e-28	136.7	3877	106
XM_020773190.1	XP_020628849.1	100.0	480	0	0	1233	2672	1	480	8.0e-291	1010.4	3114	480
XM_020773191.1	XP_020628850.1	100.0	2022	0	0	399	6464	1	2022	0.0e+00	3660.5	7445	2022
XM_020773192.1	XP_020628850.1	100.0	2022	0	0	450	6515	1	2022	0.0e+00	3660.5	7496	2022
XM_020773193.1	XP_020628850.1	100.0	2022	0	0	405	6470	1	2022	0.0e+00	3660.5	7451	2022
XM_020773194.1	XP_020628850.1	100.0	2022	0	0	502	6567	1	2022	0.0e+00	3660.5	7548	2022
XM_020773195.1	XP_020628850.1	100.0	2022	0	0	337	6402	1	2022	0.0e+00	3660.5	7383	2022
XM_020773196.1	XP_020628846.1	100.0	874	0	0	1703	4324	1	874	0.0e+00	1608.2	4660	874
XM_020773197.1	XP_020628856.1	100.0	2021	0	0	399	6461	1	2021	0.0e+00	3659.0	6464	2021
XM_020773198.1	XP_020628857.1	100.0	2021	0	0	400	6462	1	2021	0.0e+00	3659.0	7443	2021
XM_020773199.1	XP_020628858.1	100.0	2014	0	0	398	6439	1	2014	0.0e+00	3644.4	7420	2014
XM_020773200.1	XP_020628859.1	100.0	218	0	0	1944	2597	1	218	5.1e-128	469.5	3109	218
XM_020773201.1	XP_020628860.1	100.0	247	0	0	127	867	1	247	1.8e-138	503.1	1341	247
XM_020773202.1	XP_020628861.1	100.0	136	0	0	53	460	1	136	9.6e-72	280.4	686	136
XM_020773203.1	XP_020628862.1	100.0	353	0	0	231	1289	1	353	8.4e-204	720.7	2056	353
XM_020773204.1	XP_020628863.1	100.0	304	0	0	229	1140	1	304	2.2e-174	622.9	1907	304
XM_020773205.1	XP_020628864.1	100.0	283	0	0	66	914	1	283	1.1e-144	524.6	2512	283
XM_020773206.1	XP_020628865.1	100.0	550	0	0	827	2476	1	550	0.0e+00	1092.8	3069	550
XM_020773207.1	XP_020628866.1	100.0	255	0	0	86	850	1	255	5.4e-111	412.5	2278	255
XM_020773208.1	XP_020628867.1	100.0	228	0	0	86	769	1	228	8.0e-98	368.6	2026	228
XM_020773209.1	XP_020628868.1	100.0	218	0	0	86	739	1	218	2.0e-90	344.0	1970	218
XM_020773210.1	XP_020628869.1	100.0	187	0	0	84	644	1	187	4.2e-96	362.1	1135	187
XM_020773211.1	XP_020628870.1	100.0	1592	0	0	5129	9904	1	1592	0.0e+00	2875.1	10911	1592
XM_020773212.1	XP_020628871.1	100.0	392	0	0	421	1596	1	392	6.0e-221	777.7	2146	392
XM_020773213.1	XP_020628872.1	100.0	346	0	0	4073	5110	1	346	1.3e-204	724.9	5939	346
XM_020773214.1	XP_020628873.1	100.0	327	0	0	1589	2569	1	327	1.7e-193	687.2	3398	327
XM_020773215.1	XP_020628874.1	100.0	550	0	0	829	2478	1	550	0.0e+00	1092.8	3072	550
XM_020773216.1	XP_015118903.2	97.8	139	3	0	57	473	134	272	2.0e-65	260.0	1017	272
XM_020773217.1	XP_020628876.1	100.0	500	0	0	83	1582	1	500	7.7e-289	1003.8	3175	500
XM_020773218.1	XP_020628877.1	100.0	346	0	0	1544	2581	1	346	1.3e-181	648.3	5143	346
XM_020773219.1	XP_020628878.1	99.9	1122	1	0	30	3395	1	1122	0.0e+00	2254.9	4202	1122
XM_020773220.1	XP_020628879.1	100.0	1146	0	0	225	3662	1	1146	0.0e+00	2275.0	3993	1146
XM_020773221.1	XP_020628880.1	100.0	1140	0	0	225	3644	1	1140	0.0e+00	2265.7	3975	1140
XM_020773222.1	XP_020628881.1	100.0	1137	0	0	225	3635	1	1137	0.0e+00	2262.6	3966	1137
XM_020773223.1	XP_020628879.1	99.0	1025	10	0	30	3104	122	1146	0.0e+00	2013.4	3435	1146
XM_020773224.1	XP_020628865.1	100.0	550	0	0	81	1730	1	550	0.0e+00	1092.8	2324	550
XM_020773225.1	XP_020628884.1	100.0	625	0	0	203	2077	1	625	0.0e+00	1229.2	2099	625
XM_020773226.1	XP_020628885.1	100.0	491	0	0	202	1674	1	491	1.5e-278	968.8	1751	491
XM_020773227.1	XP_020628886.1	100.0	310	0	0	4074	5003	1	310	3.3e-156	564.3	6765	310
XM_020773228.1	XP_020628886.1	100.0	310	0	0	1420	2349	1	310	2.1e-156	564.3	4221	310
